gene	Astrocytes	CThPN	DL CPN	Layer 4	NP	SCPN	UL CPN
Gorab							
Cdo1	1.0	1.0					
Chd6							
Zdbf2							
Klf10							
Kdelr3		0.0	0.0	0.0	0.0	0.0	0.0
Cgref1	0.0		1.0	1.0	0.0		
Rassf3	0.0	0.0		1.0		0.0	0.0
Far2	0.0			1.0		1.0	
Rbm43		0.0			0.0	0.0	0.0
Galnt1							
Rcn1	1.0	0.0		0.0	0.0		0.0
Atg3	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Inf2	0.0		0.0	0.0	0.0		0.0
Atcay	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Gorasp2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Nol11							
Ccdc163		0.0	0.0	0.0	0.0	0.0	0.0
Yars2							
Luzp2	1.0			1.0			1.0
Gabpb1							
Slc7a1							
C1galt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Agfg2							
Sfxn2							
Smn1		1.0	1.0	1.0	1.0	1.0	1.0
Zhx3							
Pstk							
Ube2q2							
Nudcd3	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ago1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cep164							
Pth1r							
Stat2							
Ctsf	1.0	1.0	1.0	1.0	1.0		
Commd10							
Tmem231							
2410004B18Rik	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Tfeb		0.0	0.0	0.0	0.0	0.0	0.0
Cdca7l		0.0	0.0	0.0	0.0	0.0	0.0
Dach1		0.0	0.0	0.0	0.0	0.0	0.0
Fras1		0.0			0.0	0.0	0.0
Taf6							
Irs1							
Lmo3		1.0	1.0	1.0	1.0	1.0	
Amer1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Gm26735	0.0	1.0	1.0		1.0	1.0	
Ubl4a	1.0	1.0	1.0	1.0		1.0	1.0
Zfp365	0.0		1.0	1.0			
Ap3m2							
Trim23							
Txndc16							
Dnaja4	1.0	1.0		1.0			
Gm21814	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sgsm1							
Tenm3							
Cdc16	1.0	1.0	1.0	1.0		1.0	1.0
Gal3st3							
Tm9sf2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Sfrp5		0.0	0.0	0.0	0.0	0.0	0.0
Gpbp1l1							
Adcy8	0.0	0.0	0.0		0.0	0.0	0.0
Zfyve21	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Mlxip							
Kbtbd7							
AI504432							
Lrwd1							
Rbm8a2							
Tbc1d22b							
Mark4							
Efnb2	0.0	0.0	1.0	1.0	0.0		1.0
4931406C07Rik							
Zfp930							
Gramd1a		1.0	1.0	1.0	1.0	1.0	1.0
Rrp7a		1.0	1.0	1.0	1.0	1.0	1.0
Dpp8							
Arhgef28	0.0	1.0		1.0			
Hbegf	1.0		1.0	1.0			1.0
Gm26526							
Taf8							
Cyp4f13	1.0	0.0	0.0	0.0		0.0	0.0
Cep135	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anxa5							
Cmas		1.0	1.0	1.0	1.0	1.0	1.0
Cldn34c1							
Chchd3	1.0		1.0	1.0			1.0
Arel1							
Cacnb3	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Fam132a							
Nyap1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Pacsin3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Vps50	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Cdca3		0.0	0.0	0.0	0.0	0.0	0.0
Slitrk1	0.0	1.0	1.0	1.0		1.0	1.0
Chkb	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Scrib							
Tmem109							
Zbtb38		1.0	1.0	1.0	1.0		1.0
Cdc14b	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gcfc2							
Rusc1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Tpp1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Hspa12a	0.0	1.0			1.0	1.0	
Atp2c1				1.0			
Lamp2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyb5b	1.0		1.0	1.0			1.0
Kcnab3							
Rabl2	0.0		1.0	1.0			
Cacna1e	0.0	1.0		1.0	1.0	1.0	
A930015D03Rik	0.0	0.0	0.0	0.0	0.0		0.0
Gprc5b	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Vps26b		1.0	1.0	1.0	1.0	1.0	1.0
Slc37a3							
Slc35d1	1.0						0.0
Tmpo	1.0						1.0
Rassf1							
Ston2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930430F08Rik							
N6amt2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Resp18	0.0	1.0					
Adrbk1							
Fyn	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Tmem147os		1.0	1.0	1.0		1.0	1.0
Faim2		1.0	1.0		1.0		
Zfp704			1.0	1.0		1.0	1.0
Cacng8							
Ptgr1		0.0	0.0	0.0	0.0	0.0	0.0
Gpr37			1.0				0.0
Mex3a		1.0	1.0	1.0	1.0	1.0	1.0
Rgs3	1.0	0.0		1.0	0.0		1.0
Ube2f	1.0			1.0	0.0		
Pnmal2		1.0	1.0	1.0	1.0		1.0
Eci1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm9803							
Atp11a							
Klhl26							
Chmp4b	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Sumf2							
RP24_136L4.5		0.0	0.0	0.0	0.0	0.0	0.0
Akap6							
Pde10a							
Ptbp1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ngef	1.0	1.0		1.0			
Pdlim5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Prkg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trpv2	0.0	1.0	1.0	1.0		1.0	1.0
Relb	0.0	0.0		0.0	0.0	0.0	0.0
Cdh11							
9330121J05Rik	0.0	0.0	0.0		0.0	0.0	0.0
Immp1l	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Taco1os			1.0	1.0			
Slc6a11	1.0				0.0	0.0	
Airn		0.0	0.0	0.0	0.0	0.0	0.0
Nppc	0.0	1.0	1.0				
Ctage5							
Esco2		0.0	0.0	0.0	0.0	0.0	0.0
Wdr5							
Mfsd12	0.0		1.0	1.0			
A930024E05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mical1							
Rnf26	1.0			1.0			
3110082J24Rik	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Rwdd2b							
Tmem151b							
Siah1b							
Lypd6b	0.0		1.0		0.0		
Clint1							
Gpr12	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Neurl1b	0.0	1.0	1.0	1.0		1.0	
Mkks	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Hdac1	1.0	0.0			0.0		0.0
Arpp21		1.0	1.0	1.0	1.0	1.0	1.0
Tmeff2		1.0	0.0	1.0		1.0	1.0
Nxpe4		0.0	0.0	0.0	0.0	0.0	0.0
Cend1		1.0	1.0	1.0	1.0	1.0	1.0
Brd7	1.0		1.0	1.0		1.0	
Otulin							
Rras		0.0	0.0	0.0	0.0	0.0	0.0
Ift46	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ppp1r37							
BC030867	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mcm4		0.0	0.0	0.0	0.0	0.0	0.0
Zfp846							
Ablim3	0.0				1.0	1.0	
Rab11fip3							
Padi4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Igsf8	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ptpru	0.0		0.0	0.0		0.0	0.0
Dph2							
Zfp687							
Ccng1							
Gins4							
Tcta							
Zfp462	0.0		1.0	1.0		1.0	1.0
Sox8	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Isg20l2							
Bzrap1		1.0	1.0	1.0		1.0	1.0
Scrg1	1.0	0.0			0.0	0.0	
6330418K02Rik							
Klhl1	0.0		0.0				
1110012L19Rik							
Ednrb	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Abtb2		0.0	0.0	0.0	0.0	0.0	0.0
Wdr54							
Pip5k1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nos1	0.0	1.0	1.0	1.0	1.0		1.0
Prep							
Zfp317							
Tom1l2							
Hba_a1							
Slc37a4							
Suclg2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp652os	0.0	0.0	0.0		0.0		0.0
Myrip	0.0	0.0	0.0		0.0	0.0	0.0
Acad9							
Tub							
Srrm4	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Acer3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lnx2	0.0	1.0	1.0		1.0		0.0
Dync1h1		1.0	1.0	1.0	1.0	1.0	1.0
Pgd							
Ppfibp2		0.0	0.0	0.0	0.0	0.0	0.0
Fhod1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pcx	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ppp1r3g		0.0	0.0	0.0	0.0	0.0	0.0
Cep85l	0.0	0.0	0.0	0.0			0.0
Gm3636							
Apc		1.0	1.0	1.0	1.0	1.0	1.0
Rnaset2b	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Sash1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Tshz3	0.0	1.0		0.0	1.0		
A830029E22Rik	0.0	0.0			0.0	0.0	0.0
Ccdc186							
Iqsec3	0.0	1.0	1.0	1.0		1.0	1.0
Paqr4							
Ccdc173	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc12a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ppat							
E2f1							
Frmd4b	0.0			0.0	0.0	0.0	1.0
Ecsit	0.0	1.0	1.0	1.0		1.0	
Ank							
Prorsd1							
Fam217b	0.0	0.0			0.0		
Gxylt1							
Lpin1	0.0						1.0
Fuk	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herpud1							
Cpt1a	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gnao1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Msi2	1.0		0.0	0.0	0.0		0.0
Colgalt2		0.0	0.0	0.0	0.0	0.0	0.0
March6		1.0		1.0	1.0	1.0	
Kcnj4	0.0	0.0	0.0		0.0	0.0	0.0
6330416G13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thoc6							
Eva1b		0.0	0.0	0.0	0.0	0.0	0.0
Fam53a							
Ruvbl2	1.0		1.0	1.0		1.0	1.0
Mta2				0.0	0.0		
Zfp68		1.0	1.0	1.0	1.0	1.0	1.0
Cdkl5	0.0		1.0	1.0			1.0
Asxl2							
Chil1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Adam9							
Pik3c2a							
Camk1g	0.0	1.0	1.0	1.0		1.0	
Ncdn	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Shc2	0.0			1.0			
Nfe2l3	0.0	1.0			1.0		
Trim9	1.0						
Mesdc2	1.0	0.0			0.0	0.0	0.0
Prkcd							
Unc5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wdyhv1							
Ano4	0.0		0.0	0.0	0.0	0.0	0.0
Gmpr							
Wdr59							
Spred2							
Opn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stxbp5							
Kcne1l	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm10020							
Cmtm6							
Adgrv1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Mkrn2							
Smim4	0.0		1.0			1.0	
Metrn	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Scn5a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nsf							
Utp3	1.0	1.0	1.0	1.0		1.0	1.0
Hmga1							
Echdc1	1.0	0.0	0.0		0.0	0.0	0.0
Zic5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ipo9							
Rrp1b							
Nup160							
4930481A15Rik		0.0	0.0	0.0	0.0	0.0	0.0
Wwp1							
Katnal2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sf3b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mc4r	0.0	1.0		0.0			
Tmem101							
Gdpd2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Fancb	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp74							
4930558J18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdyl	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myl6b	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Mcm10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hibadh	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ppfibp1		0.0	0.0	0.0			0.0
Rogdi							
Hpgds							
Dennd5b	0.0				1.0		
Ccdc80	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cog2							
Nfatc4		0.0	0.0	0.0	0.0	0.0	0.0
Prdm16							
Tmem87b							
Mmp11							
Nap1l3							
Fam78b	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Tmem38b							
Cacng3	0.0						1.0
Fam174a	1.0			1.0	0.0	0.0	
Tubb2a	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Pop1							
Pcdh9		1.0	1.0	1.0	1.0	1.0	1.0
Filip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tepp	0.0	0.0	0.0	0.0	0.0		0.0
Aaas							
Samhd1							
Pum3			1.0	1.0	1.0	1.0	1.0
Cadm1	1.0	1.0	1.0		1.0	1.0	
Top1mt							
Axin1							
Bicd2							
Efna3	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Id2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Tpm4	1.0		1.0	1.0			
Zswim4							
Bend3	0.0		0.0	0.0	0.0	0.0	0.0
Syt4			1.0	1.0		1.0	1.0
Hba_x	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fibp	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Lztr1			1.0	1.0			
Sdk1	0.0		1.0			0.0	0.0
Kcnj3	0.0	1.0	1.0	1.0		1.0	1.0
Mtif3							
Rangrf							
Gtdc1							
Lmbrd1							
Csrp2bp							
Plxna4			1.0	1.0			1.0
Fam63a							
Draxin							
Armc5							
Hnrnpd		1.0	1.0	1.0		1.0	1.0
Ubap2							
Pxn							
Rabgef1							
Slco3a1	0.0		1.0	1.0		1.0	1.0
Cdca8		0.0	0.0	0.0	0.0	0.0	0.0
Ncoa3							
Mycn			1.0	1.0	1.0	1.0	1.0
Zfp101							
0610011F06Rik	1.0	0.0			0.0	0.0	
Cryz							
Taf11	1.0	1.0		1.0	1.0	1.0	1.0
Mcm8							
Sco1							
Garnl3							
Amn1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Arhgap23	0.0	1.0	1.0	1.0		1.0	1.0
Zfp219							
Nek6	1.0	0.0	0.0		0.0	0.0	
Pds5b							
Oca2	0.0	0.0			0.0	0.0	
Ccdc112	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Dmrt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pcolce2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cpa4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0610009O20Rik							
Klf6	1.0	1.0	1.0	1.0		1.0	1.0
Gdpd5	0.0	1.0	1.0	1.0		1.0	1.0
Selenbp1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Fastkd3							
Rhoc	1.0	0.0			0.0	0.0	0.0
Rad1							
Ccdc117							
Plekhh3		0.0	0.0	0.0	0.0	0.0	0.0
Tbc1d24							
Hccs	1.0				0.0		
Rars2							
Surf1		1.0	1.0	1.0	1.0	1.0	1.0
Xrcc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brwd3							
Asphd1	0.0	1.0	1.0	1.0		1.0	1.0
Kif18a		0.0	0.0	0.0	0.0	0.0	0.0
Lppos							
Pcna		0.0	0.0	0.0	0.0	0.0	0.0
mt_Nd4l	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Smpd3	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Kif14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc35f5							
Irf1		0.0	0.0	0.0	0.0	0.0	0.0
Zswim5							
Sptlc1							
Ndrg4		1.0	1.0	1.0	1.0	1.0	1.0
Tanc1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Smarcad1		0.0		0.0	0.0		
Ptprz1	1.0	1.0	1.0	0.0		1.0	1.0
Ube2o							
Cr1l							
Dst		1.0	1.0	1.0	1.0	1.0	
Slc35f2	0.0		0.0			1.0	
Amz2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Myo5a	0.0			1.0		1.0	
Dnajc3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Pttg1	1.0	0.0	0.0		0.0		0.0
Pprc1							
Bad	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Nt5dc3							
Adcy1	0.0	1.0			1.0		
Plekhm2							
Gja1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ormdl3	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Fam117b							
Carkd	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Wipf3	0.0				0.0		
Cep152	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rasl10a	0.0			1.0	1.0	0.0	
Lgals7	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Zdhhc6							
Pold3							
Lyplal1							
Nip7	1.0		1.0	1.0		1.0	1.0
Frs3	0.0				0.0		
Kat7							
Fam102a							
Snap29							
Rhpn1		0.0	0.0	0.0	0.0	0.0	0.0
Mapk1ip1							
As3mt							
Lsamp	1.0		1.0	1.0	1.0		1.0
Orc2							
Rfk							
Cers5	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Peg10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ppp1r16a							
Rgs7				1.0	1.0	1.0	
Arhgap19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fbln7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tspo							
Mal2	0.0		1.0	1.0	1.0	1.0	
Dennd4b	0.0			1.0			
Plscr1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ppie	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Derl1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdh4	1.0	0.0	0.0	0.0	1.0	0.0	
Eid2b							
Slc25a12							
Vps37d							
Smo	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Tlk2							
Fam219b							
Traf4	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bag4							
Cdkl3							
Prcp							
Amn	0.0			1.0			1.0
Gabarapl1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Uros							
Rnft1							
Nell1	0.0	0.0	0.0		0.0	0.0	0.0
Dennd2a							
Slc12a9							
Slc1a1	0.0	1.0		1.0	1.0	1.0	1.0
Acvr1b							
Ddx46	1.0		1.0	1.0		1.0	1.0
Slc25a27							
Pbx3	1.0	0.0	0.0	0.0		0.0	0.0
Twf2							
Gm10419	0.0	0.0	0.0		0.0	0.0	0.0
Pdik1l							
Fam53b							
Gcat							
Tnfrsf21							
Crot	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp740							
Lrrc75a							
Itsn1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Nav3	0.0	1.0	1.0		1.0	1.0	
Oxa1l	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Efs							
Gpr37l1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Oprl1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
A330102I10Rik	0.0			1.0	1.0		
Dok6	0.0		0.0				1.0
Fundc2	1.0		1.0	1.0		1.0	
Slc25a33							
Plxna2	0.0	1.0	1.0		1.0	1.0	
Inafm1		1.0	1.0	1.0	1.0		1.0
Dclk2							
Sbf2		1.0	1.0	1.0	1.0	1.0	1.0
Trim27		1.0	1.0	1.0	1.0	1.0	1.0
Zfp641	0.0	0.0	0.0		0.0	0.0	0.0
Mlc1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Mtmr7							
Scara3	1.0						0.0
Mkrn3							
Syngr3		1.0	1.0	1.0	1.0	1.0	1.0
Pcdhb19	0.0	0.0	0.0		0.0	0.0	0.0
Stk38							
Pls3			1.0	1.0	1.0		
Gm3164	0.0				0.0		
Pdgfc							
Kdm8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Psme3			1.0	1.0		1.0	
Zak	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ubtd1							
A430005L14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ifitm2	1.0		1.0	1.0	1.0		1.0
Zfp81							
Rnaseh2b	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dct		0.0	0.0	0.0	0.0	0.0	0.0
Polb	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Mcm6		0.0	0.0	0.0	0.0	0.0	0.0
Nfatc3							
Dolpp1							
Fam126b							
5930430L01Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ly6g6e	0.0	1.0			1.0		
Mob3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AW011738		0.0	0.0	0.0	0.0	0.0	0.0
Pde4a	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Hist1h2ae	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nudt17	0.0	0.0	0.0		0.0	0.0	0.0
Fzd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tspan17	0.0		1.0	1.0			
Akt1		1.0	1.0	1.0		1.0	1.0
4932438A13Rik							
Gm3752	0.0	0.0			0.0	0.0	
Dusp14							
Zfp385a							
Ext1							
Plekha3							
Fmnl2							
Tpm3_rs7							
Uhrf2	1.0	1.0	1.0		1.0	1.0	1.0
Tmem33	1.0	0.0	0.0		0.0		0.0
Gm17259							
Lypd1		1.0	0.0		1.0	0.0	
Six4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdk5r1		1.0	1.0	1.0	1.0	1.0	1.0
Mast1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Zfp105							
Rbfa	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Cygb	0.0	1.0			0.0		
Akr1b10	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Kcnq1ot1		1.0	1.0	1.0	1.0	1.0	1.0
Mbnl2							
Gm42851	0.0	1.0	1.0	1.0	1.0		1.0
Sox12	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Ptgfrn	1.0	0.0	0.0	1.0			
Arhgap12							
Hspb8		0.0	0.0	0.0	0.0	0.0	0.0
Loxl3		0.0	0.0	0.0	0.0	0.0	0.0
Rab34	1.0	1.0	1.0	1.0	1.0		
Stk24							
Tle1	1.0	0.0			0.0		1.0
Asl							
Cdk14							
Mfsd2a	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Bcat2							
Scaf11	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Hecw1		1.0	1.0	1.0	1.0	1.0	1.0
Mcm7				0.0			
Eef2k							
Snta1							
Tpst1							
Egfl7							
Zfp180							
Coprs			1.0	1.0	0.0	1.0	1.0
Neurl4							
Nrep		1.0	1.0	1.0	1.0	1.0	1.0
Urod	1.0						0.0
Btbd6							
Elmod1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Ppih							
Myo9a							
H2_Ke6	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Sorbs1	1.0						
Mfsd10							
Abr		1.0	1.0	1.0	1.0	1.0	1.0
Smarca1							
Frat2	0.0	1.0		1.0			1.0
Prr5	1.0	0.0				1.0	
Rbbp9							
Phf23	1.0	1.0	1.0	1.0		1.0	1.0
Nsun4							
Erc2							
Bora		0.0	0.0	0.0	0.0	0.0	0.0
Glrx							
Sema3a							
Cep290							
Apc2		1.0	1.0	1.0	1.0	1.0	1.0
Golph3							
Unc119	1.0		1.0	1.0	1.0	1.0	1.0
Islr2	0.0	1.0		0.0	1.0	1.0	
Klhl7		1.0	1.0			1.0	
Nckap5l							
Cdh8	0.0	0.0	1.0	1.0	1.0		1.0
Trappc6b	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Impa2	0.0	0.0	0.0	0.0		0.0	0.0
Hjurp	1.0	0.0					
Nbl1	1.0	0.0	0.0		0.0	0.0	
Rangap1		1.0	1.0	1.0	1.0	1.0	1.0
Spred1							
Azin1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Rttn	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nrgn			1.0	1.0			
Ykt6		1.0	1.0	1.0	1.0	1.0	1.0
Usp2	1.0	1.0		1.0			
Gm11772	0.0	0.0	0.0	0.0		0.0	0.0
Pcdhb22	0.0	0.0	0.0		0.0	0.0	0.0
1700088E04Rik							
Etaa1							
Nampt							
Zfp513							
Cgrrf1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Timeless	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tcf20							
Zbtb8a							
Mfsd4	0.0			1.0			0.0
Abcb9							
Acvr1c	0.0	0.0			0.0		
Bag3		0.0	0.0	0.0	0.0	0.0	0.0
Ispd							
Sdf2	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Shoc2	0.0			1.0			1.0
B3galt1							
Tbc1d12							
Yrdc		1.0	1.0	1.0	1.0	1.0	1.0
AI593442				1.0	1.0		
Lifr	1.0	0.0	1.0	1.0		1.0	
Ada	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pi4ka							
Polk							0.0
Dmwd							
Emc7	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Slc31a2							
Ppp4r1							
Gm11110							
Fjx1	1.0		1.0	1.0	1.0	1.0	
Gcg	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hepacam	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Prkab2							
Gfod2		1.0	1.0	1.0	1.0	1.0	1.0
Gsk3a							
Nqo2		0.0	0.0	0.0	0.0	0.0	0.0
Sod1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ncaph		0.0	0.0	0.0	0.0	0.0	0.0
Ebf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem141							
Gm16973							
Helt		0.0	0.0	0.0	0.0	0.0	0.0
Gnpat							
Dkk3	1.0				1.0	0.0	
Fam13a		1.0	1.0	1.0		1.0	
Atp6v1e1	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Kcnip3	1.0		0.0	0.0	0.0	0.0	0.0
Cchcr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem132b	1.0		0.0	0.0	0.0	0.0	0.0
Dpysl4	1.0	1.0	0.0	1.0	1.0	1.0	
Phactr3		1.0	1.0	1.0	1.0	1.0	1.0
Ing3							
Kbtbd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Galnt16							
Slc12a2							
Gm10800	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Akap7	1.0	1.0	1.0	1.0	1.0		
Prkd3							
Nr1h2							
Bpgm	1.0		1.0	1.0	1.0	0.0	1.0
1810044D09Rik							
Tmem200c	0.0	0.0	1.0	1.0			
Spry2	1.0			0.0		0.0	0.0
Cabp1	0.0					1.0	
Lfng	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Kifc5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9430015G10Rik							
Dpf1	0.0	1.0	1.0	1.0	1.0	1.0	1.0
Armcx1	0.0	1.0	1.0	1.0		1.0	
Cspg5	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Socs3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
