gene	Apical progenitors	Astrocytes	CThPN	DL CPN	Immature neurons	Intermediate progenitors	Layer 4	Migrating neurons	NP	SCPN	UL CPN
Pcbd2											
Samd1											
Wrb	1.0	0.9999999837328013	1.0	1.0	1.0		1.0	0.9978344232672307	0.9999999355447496	1.0	1.0
Bcat1											
Casp8ap2											
Slc39a1											
Ctnna2	0.9990958423198103		1.0	1.0	1.0		1.0	0.9999999999052166	1.0	1.0	1.0
Tmem165	1.0	0.9999999999999908	0.9995514626812314	0.9940565125073257		0.999999999749936		0.9999985777618537	0.9611946098147326		0.9999937809960132
Cwc22											
Gas8											
Sucla2	1.0	0.9999999999910665	1.0	1.0	1.0	1.0	1.0		0.9999999939311854	1.0	1.0
Gm11549	0.9922301542009466	1.0	0.922538846077935	0.7471220032787423	0.8386147205404022	0.9693374757793785		0.9856311017106401	1.0	0.7824923736803873	0.9715401361591925
2010110K18Rik		0.5189994267902985	0.8257872600818674	0.7374626078095292	0.6576988492072358	0.00042167564919981526	0.881088876945504	0.9679281344048186	1.0	0.6719599071612189	0.9825192524996714
Abhd8		0.9999999935802094	0.9999999999999835	1.0	0.9999999999999798		1.0	0.9999880731188905	0.8289143111204071	1.0	1.0
Slc9a3r1		1.0	0.9998161375254243	0.9972912141533237	0.9982977635098064		0.9999636335414447	0.9999973008043067	0.6566861051204145	0.9973633076381536	0.9999998620513079
Cpne2		0.999999999703101			0.4571916054048938	0.9249580851980688		0.9977568147628992	0.25933443602314754		0.9191319810786969
Nnt											
Lpar6	0.9999964263353466	0.9691837456394314	0.9981733755592754	0.9928491664649891		0.9999666952204996	0.9983702473218969		0.46376322476248266	0.9528500237168658	0.9999214549469412
Tulp4			1.0	1.0	1.0	1.0	1.0	1.0	0.9999999997713204	1.0	1.0
Naa40											
Exosc3	1.0	0.9983832769005561	0.9901716448343058	0.5211471096402676		0.9999999950557176	0.8168470862071305		0.09334238210006707	0.9999991602520667	0.9962408798084097
Tgfbr1	0.6528513195315302	0.9999999999100083		1.0	0.8832457062632014		1.0	0.9998185628869297	0.9999999984510418	1.0	1.0
Gm12027	0.7969506212465453	0.445901975849601	0.999997579105411	0.9622492189849865	0.999997579105411	0.7304540846240213	0.9999678417378312	0.5709279526464146		0.17501522644594603	0.3867982943524503
Enc1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Zfp593											
Abcd2											
Spata24											
Dlk1		0.3745010094859159	0.8969149322660268	0.7390109304865484	0.7490807777548916		0.9097409749826646	0.9473618836494597	0.27191497843430934	0.7248570451352854	0.9785304701697362
Sept3		0.9999283168365454	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Taco1		0.35208400596629297	0.9241580017928678	0.8006340036044666	0.8821230027133161	0.254088748230895	0.8525636428689759	0.9939118389738022	0.17195195768203142	0.8331385985500083	0.9997668707075705
Ankrd37											
Zfp280b	0.4510321799324941		0.4411036513539296	0.1641009141231552			0.06291008066694947			0.16708338122019661	0.09943011422508174
St3gal3											
Apoa1		0.7499135530742957			0.5546654585732866	0.7775428450756409		0.9840093589332994	0.12523064282702767		0.6057474114524343
Dock6		1.0	0.8519338395327439	0.7096809567823992	0.640242135399246	0.35592245062755534	0.876480791655708	0.9678288978369248	1.0	0.6209523169210782	0.9828551291958717
Klf8	0.3078712830073236	0.08221824199014582	0.7019820227740756		0.34068364992529554	0.21225527341806572	0.24557302436346418	0.9980134962264132			
Pex2	0.9999955737651892	0.9999999999989059				0.9999639139551928	0.8424310466205406	0.10988265902884375			
Tbc1d15											
Rfc3	1.0		0.8094308820462537	0.9563053722673027	1.0	0.9999999455040646	0.9999709299518499		0.9999999455040646	0.9715874880339905	0.6166670976440878
Uspl1											
Nfasc											
Bivm											
Dnaaf2											
Col18a1	0.996213434712248	0.550830860816143	0.8366265418966479	0.7582179990968553	0.705516281260021		0.8907821223058476	0.9479586797229638	0.996213434712248	0.7463702320776502	0.9738261350788527
Rrbp1											
Rora		0.8195674953029066	0.9501131407170436	0.6792270342041752	0.8148872533039822	0.9679470220883523	0.998697499301757	0.9914018420988654		0.8089505846110062	0.7134767838550299
Coq10b											
Rnd2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999602198298		1.0
Dapk1											
Ube3c											
Anks1b	0.9525067398942508		0.9999048076767344			0.726688654788221	0.9957568899120811		0.9999994461408782		
Acap2											
Ckap5	0.990271950381149	0.9999999999968948						0.9542441926503603			
Usf2	0.9999999999999432	1.0	0.999996136584471	0.9999999998240826		0.9999983139048082	1.0		0.9792559338315033	0.9999940596943272	0.9999999999999919
Mex3d											
Dvl2											
Gm960	0.9654335214361512	0.5345706071745444		1.0	0.005061700782276302	0.8718172291097187		0.736317032414721	1.0		
Brdt	0.9999000397405822		0.9828392555389527			0.9988613897597476		0.9952233109352004	0.9976030568872438		
Maff											
Sox5	1.0	0.803369172414822	1.0	1.0	1.0	0.998686886947967		1.0	1.0	1.0	0.9999999999980937
Fam160b1											
Zbtb14											
Osbpl1a	1.0		1.0	1.0		1.0	1.0	1.0	0.9999999999997168	0.8776619961058445	1.0
Scrn3		0.2931696313894494	0.9319273996219786	0.8386912233614113	0.48263021393259176	0.20937397596565588	0.8844062566899912	0.9427139450037242	0.1324391355038559	0.24037953704860449	0.9978216420286753
Cpd											
Sema4d											
Gm13139	0.9860224494987595	1.0	0.7883274479539453	0.1989772881497841	0.4388569906300641	0.321053656917369	0.7583539314719392		1.0	0.896747187402354	0.5318900662088129
P3h2		0.9950470494313988	0.9999109406846657	0.9984497096308026	0.998393885229989	0.9999497343557315	0.9999560643190601	0.9999999854080444	0.5467728360610415	0.9984787108411549	0.9999999964112813
Tmem120a	0.9860229644435781	0.9935281888691516	0.9999999975882166	1.0	1.0		1.0		0.835249712236656	1.0	1.0
Scn2a1	0.9992365649377833	0.9999999999999988	1.0	1.0		0.975071847240902	1.0		1.0	1.0	
Fbxo8											
Lss											
Tm6sf1	0.9987581466229161	0.9559590618162324	0.9908304865021325	0.9802378209734752	0.9801628115037223		0.9934446053502637	0.9996533381612485	0.4666459705089806	0.9863079269811738	0.9999597444199041
Aurka	1.0		0.9999674444315091	0.9999036451923315	0.9894374810370401	0.9999999999956779	0.9999574885787659	0.9998377473565745	0.9061974098970829	0.9966141081501494	0.9999986015740019
Kcnmb4	0.9643562362117205			1.0		0.9436913326890297	0.9999906771290882	0.5020601456379626	0.9700474021614973		
Atxn7l3											
RP24-236C17.2	0.9992795782114223	0.9857085314413363	0.9857085314413363	0.9988012757641827	0.9958934078437136	0.9988323918360799	0.9986751142768073	0.998296450582249	0.9965964249905626	0.9993029257889912	0.9999973788760292
Gabra2	0.8563846995579922		0.7379822286570695		0.999999900005842	0.9906685857738685			0.6398180866472194		1.0
Vti1a											
Aga											
Dab2ip											
Macrod2			1.0	1.0	1.0	0.9999362208160925	1.0	0.9999999648522898	0.9999999999999821	1.0	1.0
Msra	0.9999816456227019	0.8717200838023925		0.9999967069375535		0.999906092438765	0.9999997512576788	0.9999884339253676		0.9999510693187282	0.8273222753717512
Cacna1d	0.9825849249524304	0.9376547090205548			0.6915724612973828	0.9635752139605444		0.9376036497263673			
Mgat4a	0.4738932256519548	0.420979930629233				0.5067859912167572	0.3747301467882733	0.40199740014310625			
Ccdc32	0.9894904293494109		0.9999999999999998	0.9999999999999991	0.9954257433584841		1.0		0.8144215675397765	0.999999999999987	0.9999999995299912
Nova1											
Dhcr24	0.9985226098917613	0.9999906347743195				0.9635402122464383	0.9999409857708917	0.9724671473449846			0.9999988277187136
Mmd2		1.0	0.43747236244496757		0.9999542811596246	0.6194326235252061	0.9091300595220038		0.6760725691309631		
Lsm14b		0.9999999979233871	1.0	1.0	1.0	1.0	0.9999999915160228	1.0	0.7147054049123389	1.0	
Qdpr	1.0	1.0	0.9999951563803458	0.9999994726568437	0.999999998636305		1.0		0.9973323758871404	1.0	0.9999913299787683
Tbc1d10a											
Lin28b		0.6039219359303294	0.6311916479724486	0.6499554767810276	0.33253853085856433	0.6267142017768095	0.7991202981065252	0.9157051655250619	1.0	0.4905336194723878	0.9607606512340958
Rpa2	1.0		1.0	1.0	1.0	0.9999639013467725	1.0	1.0	0.9999972359710597	1.0	1.0
Chst3		1.0	0.9670507426188557	0.9125502732427943	0.9050121089061304	0.8845294960089491	0.9806179480544623	0.9985289857789136	0.0713467036062585	0.9136221817322903	0.9993131238690863
Srf											
Serping1	1.0	0.9999975595143648	0.9999999995193876	0.9999999930916234	0.9990166738197247	0.9999999821338601	0.9999999999998094		0.930634302225948	0.9999981732244738	1.0
Palm	1.0	0.9999435581127113	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0
Tmem181a											
Trmt2b			0.897691744205204	0.7775539209488913	0.7318956713340805	0.2946067410835076	0.9140794470571769	0.8424088373952885	0.20485236211039592	0.8678967453489593	0.9744421286373829
Surf4											
Eri2											
1500011B03Rik			1.0	1.0	1.0	0.6032012038240586	1.0	0.9999999909421543	1.0	1.0	1.0
Tubb6			0.9987367159918452	0.9949889022175606	0.9953429888777316	0.9988859733341006	0.9990758971950735	0.9998447402771949	0.5507920121229378	0.9968351730093693	0.999907094129527
Slc45a1	0.9995624325734145	0.9967178197118661	0.9459958748763616	0.8571079388971952	0.9967178197118661	0.9990937535943138		0.9955245505710346	0.9955245505710346	0.5693525899592947	0.999988531290388
Fez2	0.9999863704030265	0.9242847212417381	0.7042981155567041	0.999999388204052		0.9999999998140586	0.9999999999999999	0.9999997951172389	0.6584516179712725	0.999999999744402	
Abhd16a											
Slc25a13	0.9998714848190906		0.9616869001458512	0.9507407033404246	0.8669983605450081		0.9764541475008135	0.9699350628335969	0.33129908028003063	0.8297656189252522	0.9920514449739848
Eif2s3x	1.0		0.9996133081818964	0.9999963610120256	0.999999940380338	1.0	0.9999687440677456	0.999999681598632	0.5750162306901934	1.0	0.9999084452054118
Slc5a6											
D630045J12Rik											
Plppr5	0.9988429619791935			1.0		0.9956011606840072	1.0	0.99281026291881	0.8250259075333551	0.9999998991914596	
Tmem163		0.14868470524834254		0.27824851627472413	0.9869606675153683	0.7530868830799103	0.7623515491226682				0.6573817734504865
Mxd1											
Zswim6											
Ercc6l	0.9857963670280764	0.9803585705904729	0.9997938995899289	0.9981808659440433	0.9951395791196979		0.9999084462097027	0.9999969755782433	0.5386819366472548	0.9979771608604453	0.9999996068171473
Ap5z1											
Dip2a											
Alg2	0.9999999995526907		1.0	1.0	1.0		1.0	1.0	0.9984146250705133	1.0	1.0
Tmed8	0.8982663872067514	0.4009547235817088	1.0	1.0	0.2324916746466048	0.9247204761483312		0.9699066151667665	1.0		0.5563966676669673
Nlgn1	0.9999906003189308		1.0	1.0		0.9999705450022757	1.0	0.9999542174404261	0.24900701967168315	1.0	
Baz1a	1.0	0.975142714209985		0.2565665940204267		1.0			0.9733438103903237		
Itga6											
Axin2	0.9926750337075919	0.9717463309458872	0.9506426067259977	0.727722165260742	0.6409514008957504		0.9928592648676634	0.9266802601679416	0.2925633755749384	0.6282590174274425	0.9994386341584653
Cacng4			0.9999921177026071	1.0		0.9999979403688699	1.0	0.9999547678519848	0.9919423440685025	1.0	1.0
Setd8	1.0	0.999999008080759				0.9644849871531219	0.8105184605004118		0.2968867391400307	0.9999997084225236	0.9443093610033764
Pex7		0.9999999981202936		0.2295109813941334	0.05568714268496977		0.3560954205306762		0.6622134986378283	0.7383144656610398	0.999951719760071
Scfd2											
Crem											
Slc39a11											
Ankra2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Marf1		0.999845416827292	0.9886592599169822	0.8384375209259176	0.8243294133585641	0.4167209460649596	0.9999523902573609		0.9998558441014267	0.9988172214032537	0.9999999735275859
Acss2											
Usp6nl											
Camsap2											
Serinc3											
H2-T22			0.07921354809749159	0.5876700145673666		0.30558139671980056	0.8572788098681197	0.590896045598154	0.04460277285943792		0.9607504697340649
Qtrt1											
Plxnb1											
Fen1	1.0	1.0	1.0	1.0	1.0	0.9999999999999949	1.0	1.0	0.9999999999999949	1.0	1.0
Zbtb10											
Ankrd40											
Zfp646											
Polg											
Galc											
Fabp3	0.9999325384898332		1.0	1.0		0.9976778422217119	1.0		0.9999999999882294	1.0	1.0
Rilpl1											
Cmc2	1.0		0.9999999195734246	0.997336816224668		0.9999428361356519	0.9996970358522662	0.9999856437831369	0.9206130049456274	0.9539624544352536	0.9999999999950963
Trank1	0.9985065690467805	0.9367481245407822	0.5940779475689584	0.4823979713162133	0.8002803911377475	0.9951582312178687		0.9963373994627203	1.0	0.8273567671395718	0.8167270934611622
Me1											
Erbb2ip	0.9998721819001812	0.9869295937526209	0.9999979991702485	0.9997985777126851	0.9025254721093848	0.9992433288597464	0.9999993675522424		0.6220533062174736	0.9997205895443011	0.9999969579898372
Appl2		0.9999999956014265	0.9999997389108328	0.9984827872979583	0.9998595299437273		0.995041741966198	0.9999539134841544	0.8309089317913788	0.9999967862651833	0.9999999985729969
Gm2061	0.9568150391222028			1.0	1.0	0.05637532151840674			1.0		0.46829482204891115
Rnf112	0.9998989938073422	0.9920377231862786	0.9870868934738545			0.9997796640699907		0.9977732019409548	0.1942970098498914		
Gng4	0.9798022091742041	0.42085839042026174		0.8483893587284874	0.5198238552361784	0.9128113335584178	0.6001016164027422	0.8936075021111618			
Usp35	0.9847926941896535	0.5708165962456444	0.34521660725943204	0.32022718868177413	1.0	0.6915357605828325	0.2351677463229236		1.0		0.863023001492492
Lrfn4											
Lasp1	0.8011145122008008	0.9999999993617521	0.8137606543190958	0.9783687909218587		0.7355469862332663	1.0		0.9966312653925424	0.9996086062314107	
Sos2											
Ezh2	1.0	0.9999324635600155	0.9743226615924337	0.1238034787658634	1.0	1.0		1.0		1.0	0.2509096735675911
Nek8	0.9482651375572227		0.9590797921585138	0.921282993816898	0.950423872161761	0.9858165556750536	0.978945575480779	0.9946350252870324	0.18433529366352808	0.9293141813505748	0.9953946501582468
Polr3g		0.9988572406733873	0.9999999811727038	0.9999965638852341	0.9999913656651516	0.9999999999467998	0.9999997924265855	1.0	0.8591339931455569	0.9999289495794189	0.9999999999999999
Atxn1l	0.9956859505330986	0.3924628881477531		1.0	1.0	0.8814155400988319	1.0	1.0	1.0	0.03759244271818718	
Nucb2											
Dync2h1											
Gltp	1.0	0.4431227726155964	0.9656302646560785	0.8931356490301581			0.6176847661781979		0.00814742834291371	0.8778147541529358	0.9786272144763907
Endog											
Lonp2											
Jmjd7											
Pcdhb20	0.25552266507195875	0.27007392652854134		0.06201636071774219		0.0036758631615166903	0.47875846412899237	0.20701255452864786			
Dnajc30	0.8620632848041341		0.9999999044245912	0.9829755925131194			0.9999999999999657		0.9164016591507235	0.9979728113263242	0.9999780577415658
Nsmf	1.0		1.0	1.0	1.0	0.9999999977749564	1.0	0.9347664229581591	0.9999519050389675	1.0	1.0
Rnf13	1.0	0.9999999999998749	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999998749	1.0	1.0
Caskin2			0.8221129955674075	0.7586360076082803	0.5064952537202031		0.8764252882499792	0.7485159037258184	0.5014945781167404	0.7167352041588189	0.9786790914786627
Ethe1		0.999996850145984	0.9998619536639263	0.997399151653454	0.3755535042546171		1.0	0.9942364792216968	0.9938382440388187	0.9999999999062386	0.9999999999994514
Tcf12	1.0	0.9991365135205166	0.9999837727298121			1.0		0.999999999952199	0.9962617586750412		
Nmd3											
Pclo	0.9999999996869992	0.980706575355597	0.9999635251376963	0.9999999999995531		0.9998987057037729	1.0		0.9999934153327689	1.0	
Dok5	1.0	1.0	0.9999914486993079	1.0	1.0	1.0	1.0		1.0	1.0	1.0
Pde3b											
Lmo2		0.950606960615803	0.9311278179547354	0.8942573898474114		0.8794426774625235	0.8543526754337261	0.7182998370288869	0.0066912225800412894	0.7946990943792942	0.849582414093111
Ctnnal1											
Fam110a		0.999685108339715				1.0		0.999999999941383	0.7532378293733952		
Celf4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Nsun2	1.0			0.8860106506687522	0.9997275652988455	0.9829293625832439	0.9999680131920009			0.9999990676474977	0.8863750528233822
Efcab11	0.9975695443218816		0.9060507317751797	0.8574486940960769	0.8433122771367811		0.9308597392582966	0.9511506208923178	0.08254605522888891	0.8547785640302402	0.9773103930012743
Slc24a3	0.9999753307540789	0.5147512599345203	0.8970538786791518	0.07602681776682929	0.6479713148414373	0.9960112817678416	0.9668049277332404	0.9993115063239103		0.22632139673504548	
Zfpm2	0.9930504902384004	0.1960330902483668	0.995383410229007	0.9547547730856186		0.9722072135315424	0.9450836813679763	0.9251711329713798	0.995383410229007		0.9846568501105615
Socs2		1.0	1.0	0.999999999943491	0.9999997074790609	1.0		0.9999760039172753	0.9999999974753409	1.0	1.0
Pdzrn3											
Plcl1	0.15648986156424471		0.037504768299281954	0.9240100049397846	0.733134753873355		0.9207863360664233	0.9420745894328121			0.6405869113732472
Zmynd19											
Slc44a1											
Mgll	0.9999999999999969		0.9999999999730788	0.9999987963289823		0.9999999999999812	0.9999999998988932	0.9999999999999697	0.5737092586549577		0.9999999999999919
Kcnh5	0.9806449773045034	0.6035109080978369	0.6408557731665039	0.346935030102717	0.6068902050056878	0.8765244243358157		0.9295100739449451	1.0	0.6822737648754438	0.580612355387077
Gm42517	0.9506299634861788	0.35062382050965546	0.5415053973241613	1.0	0.7013573427570511	0.844596898910638		0.8520810570184759	1.0	0.1575382543637025	
Pcmtd2											
Spr	0.9999680592619524	0.9999998926379807	0.03934882518369365	0.9995392879579212			0.999999999999999	0.999508436999221	0.6550000365059021	0.9999981891426405	0.4734745840880802
Fggy		0.18768678135830386	0.42143502247014175	0.019870156555079843	1.0	0.8875237907361073	0.17814852463522424	0.9774845899683063	1.0	1.0	0.8692949025257488
Sdccag8											
Ifitm3	1.0	0.9999979858719333	1.0	1.0	1.0	1.0	1.0	1.0	0.9999979858719333	1.0	1.0
Slc35c2											
Zfx											
1110019D14Rik		1.0	0.8389373560462823	0.6763362422482524	0.3733316121491822	1.0	0.5668165932592455	0.9793240047889568	0.06182499234242633	0.34685212396853093	0.9845156492444075
6330403A02Rik	0.9999534651039094	0.8932711008080482			0.40159518731335386	0.9997414629582609		0.9997362404575019	0.971807468888588		
Rara											
Mns1	1.0		0.9999996379021512	0.9999992445417853	0.9999932432527145		0.9999999928065472	0.9999999977221777	0.931132496819699	0.9999942706219467	0.9999999999408651
Slc30a4											
Ppp1r12a	0.3285034825944171	1.0	0.999999999291707	0.999286416215053	0.3808925946122689		0.9543013625645091		0.9900639880474903	0.9130906409210455	0.9999999998490634
BC051226											
Spata2											
Ipo11											
Rufy2											
Fam134b											
Hipk2											
Brip1		0.48926435063428664	0.9837399547939605	0.7620256614018395	0.934963682693028		0.9428642976347271	0.9987344844450426	0.11823388861630335	0.9489613855422405	0.9955927779319848
Desi2		1.0		0.8119756437015292			0.9999971278722489	0.99999224208213	0.5239310912319106	0.9999139942049434	
Phc2											
Zfp568		1.0	0.7413968089280549	0.5024274527861194	0.5140985188710927	0.4828890006193376	0.7167514024966359	0.9252373407565345	1.0	0.6604884756195386	0.9594944345996226
Spry4	0.9855639308606179		0.9291542991189443	0.8722423698083839	0.9234594065210059	0.9723757629894885	0.8073501540017979	0.9817653058649026	0.1859445401251123	0.8748023665723182	0.9469618339022037
Bcor											
Sptlc2											
Gss	0.9987126176260362	0.5770938972062372			0.007448558226759605	0.3132849844934873		0.2017310017412388	1.0		
Cuedc1											
Fbxo2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Fat4											
Med30		0.9996129022862267	1.0	1.0	0.9999999999999996		1.0		0.9999999756368186	1.0	1.0
Aldh3a2											
3632451O06Rik											
Nek2	0.9999991050320375		0.8783309462862183	0.8553447648179068	0.7776578415550668	0.9919364095661145	0.9278726074271515	0.9209810296948376	0.04003061181654666	0.7856162324080117	0.9657939073977176
Myo16	0.8593566736398773	0.2636543266032041		0.9455119808990524		0.8287672010992916	0.9999999983423333	0.6469106809858269			
Hdac5	0.9999999994472	0.9993043781078516	0.9999999696601373	0.9880955313995811	0.9970824360251445		1.0	0.9999999999998973	0.9900693796642945	0.9999999951397672	
Calb1	0.9989347792648027	0.9768514583112865	0.9779790795301363	0.9146718452897382	0.9636995436029163	0.9982838157335654	0.7166777824990338	0.9989521777483564	0.33256233910540844		0.99455430285187
1300002E11Rik											
C1qtnf4	0.9999455059265207		1.0	0.9999999999999997	0.999999585054798	0.9999998244789887	1.0	0.9865732824181686	0.9999999891907342	1.0	1.0
Gne											
Pskh1											
Mboat1					0.2765734844720872	0.566630001588563	0.6674804479585552	0.28769423269949845			0.05808472363789119
Slc35g2			0.9738127563845197	0.9117290135608643	0.8900008001219442	0.91116837011173	0.9492146868227884	0.9868769823547474	0.23446650903650867	0.7834779034802918	0.9950038126609365
Map1a											
Lrrc4c	1.0	0.9999999998897606	0.08949055694237151	1.0	0.9999999991251257	1.0	1.0	1.0	0.99994542945458		
Dap											
Ccdc189											
Msh5		0.31105942181006097	0.8917062773998508	0.8947574065435853	0.7149518895740143	0.324119063864846	0.9563769455052256	0.9849273858670377	1.0	0.7861527581294019	0.9922878201768358
Slc35f4	0.9995611936911201	0.9047403506753747				0.9980128674768148	0.9999999999999983	0.9969642044287116	0.9835563894428914		
Nptn	1.0		0.9999999999999655	1.0		1.0	1.0	0.9999999999979181	0.9999999996379157		1.0
Mtss1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Rpgrip1											
A830011K09Rik	0.9904349707120005	0.9140638281336778	0.2890733680099845	0.7208379433384864	0.8098343826569596	0.988398834988415	0.583883043964947	0.9944761701339428	1.0		0.9430005305143253
Phip	1.0	1.0	1.0	0.9999658350363138	1.0	1.0		1.0	0.8706414912900682	1.0	0.9999729509516914
Akap8l											
Pex3											
Ttc39c											
Adamts17	0.9999255726498059	0.9955034904480067	0.9876983523704537	0.9623320220401685	0.7532124023055776	0.9990932654657606	0.9973762641931733	0.9988193227995704	0.41840680327285895		0.9994441857026003
Evc2		0.9836861899404746	0.9999970591527243	0.9991843682805974	0.995822639855409	0.9999324070534514	0.9999899041454705	0.9999999999987247	0.8073693613153428	0.9857593049881169	0.9999999999539385
Nr1d1	0.9519790495157577	0.9999999909406843		0.9999999999978794	0.15661834946688247	0.9286658282199642	0.9866415171293311	0.7615393526554914	0.9866415171293311	0.9999999999255056	1.0
Sobp	1.0	0.9999999781810254	1.0	1.0		1.0	1.0		1.0	1.0	1.0
Tmx3											
Steap1			0.8554332787672879	0.6996665087236393	0.7234205615753266	0.8365004389525755	0.8879760620592528	0.9756323381371257	0.27377692667456355	0.7365575841190544	0.9851278431779953
Cyp20a1		0.9999996244233358	0.995729924724208		0.9985793786915187	0.9999992977584892	0.9999999998291668		0.9981168037077653	0.9999841958150186	
Sptan1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Taok3	0.9810655433766399		1.0	1.0	1.0		1.0		1.0	1.0	1.0
Nptx1	0.6720771799694032	0.4619950919900132	0.9617579662790078	0.20627720047539921	0.9617579662790078	0.4882438846087972	0.30618648495716483			0.028098355690377108	0.08130842822210571
Hmbox1											
Ccdc85a	0.9554367808940409					0.8676932372924131	0.9969921276291986	0.8883772026067552			
Camkv	0.9080124558827743		1.0	1.0		0.9984542395910018	1.0	0.9811070128257049	1.0	1.0	1.0
Gm10146											
Edem3											
Dpcd		0.9319001630121904	0.9999999999999996	1.0	0.9999970655004888		1.0		0.9999999973015788	1.0	0.9999999999999974
Jade1											
Cpq	0.9999999982823857		0.9999999611013118	0.9999994591797331	0.9999991463739454	0.9999994554179152	0.9999999842984972	0.999999999514895	0.9491704871694282	0.9999993066810186	0.9999999999104517
Fxyd7	0.9946856332264936	0.6990212566183118	1.0			0.9831797730605867		0.9416723600022151	0.9997181918748977		
Cep72	0.9685591134599094		0.18918879994960647			0.4786189609533593			1.0	0.14554063436245124	
Amigo1											
Blvrb											
Cryl1	0.5120428919044144	0.4320093848819361	0.31273520931153787	1.0	0.6202489522182699	0.9023372444607914		0.9777703914094061	1.0	0.10856755902056614	
Nupl2											
Pim2											
Sh3bp4											
Traf3ip1											
Lrrc49	0.16196560558228512			0.997748800928402	0.7273303868587944		0.9989282014430705			0.9965005996267502	
Scamp2											
Lrrc51		1.0	0.711494216520473	0.7227190646168382	0.429282835076221		0.8734601172858083	0.9417538043497217	1.0	1.0	0.9837609165151839
Man2b1											
Arsb		0.5807655627909123	0.0929356573265695	0.998796412965178	0.99543589838155	0.29599794404042323		0.9539930789259397		0.9967729029031241	
Tpm2			0.9697964307030443	0.7209033369253248	0.7570279151132968	0.14014307516325442	0.7489400983968265	0.9983866588835555	0.0011521566071928113	0.8796844157158284	0.9952681729469111
Ogt		0.999938950942486	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999998	1.0	1.0
Nacad											
Pdia5			0.9986004769454254	0.9843382274718637	0.9581549760039026	0.9989414285601366	0.993360771422954	0.9997957462799275	0.6536483341178971	0.9885504288773512	0.9988310633218926
Fam134c											
Raph1		0.9999946141265373	0.9999999999999993	1.0	0.9606241598492022		1.0	0.6601767917980987	0.993998827634987	0.9999999999999968	0.9999999999992693
Pdzrn4	0.9972135211975743				0.9576830208291051	0.940269062257689			0.6999006951272331	0.975185156762879	0.9999913564458798
Exosc7	1.0		0.9998003742784562	0.9999999875368819	0.9999412555221832	0.9999999999999809	0.9999999999999963		0.946354588386973	0.9999999997616761	0.9999999084506366
Crebrf											
Nwd2	0.9992656476522094	0.9874602697806589	0.9070668069114076	0.9999999992858749		0.9986774048773883	1.0	0.9979708921337667			
Sec23a		1.0	1.0	1.0	1.0		1.0	0.4575952052670197	0.9999997283462242	1.0	1.0
Celsr2		0.9999704017661366	0.6513889732150404	0.8929904650776102		0.7358744438451488	0.9902769330410902	0.3152176815083041	0.08226250177188266	0.9928588300913739	
Zfp850	0.9923043485296734	1.0	1.0	1.0	0.18142119790370315	0.07829520222425435	1.0	1.0	1.0	0.4709793195214965	
Brinp3	0.9854957455561512	0.6141995320312663		0.7067938107160145	0.3999982048318159	0.9645899298900681	0.6067251994631109	0.9651612916614389	1.0		0.8944309193681175
Prmt6											
Akap17b											
Gpr150	0.9835280704778164	0.7968754597622563		0.3356333406939652	0.31461917993821886	0.9660193478781604		0.973664816556107	1.0		0.32307884825464406
Mcu											
Atxn7											
Bet1	0.9999999999999953	0.9999999999999916	1.0	1.0	0.9999999999534871		1.0	1.0	0.9999974562383789	0.999999992941538	1.0
Atp2a2		0.9999969330382436	0.9985472354647278	1.0	0.9999999999998526		1.0		0.9999999999924709	0.9996569813301326	0.7256115329258079
Paqr9	0.9975007825897032	0.9747995009970771	0.9998877027176347	0.9994906376580679	0.9747995009970771	0.997898247533143		0.9959328556912145	0.993484939951514	0.5535962183412185	0.9999958929934704
Prtn3											
Mvb12b	0.9999999949025502		0.9999983537448013	0.9998842560751601	0.9999999943660204		1.0	0.9951140348693506	0.9999965580739599	1.0	0.9999999999998918
Mocs3											
Mtap											
Gm10282											
Ring1											
Bub1b	1.0		0.9960372651927833	0.9908183627082786	0.7763837361736331	0.9999973028455252	0.9960001974101625	0.9914149200617803	0.5382928433452989	0.9789111603033069	0.9980594371713226
Msantd2											
Dctn4											
Pes1											
Synrg											
Snx16	0.9999134821603726	0.9999719085565615	1.0	1.0	1.0	0.9472383919573574	1.0		0.9999999972984319	1.0	1.0
Rps6ka4	0.5722340567358404	0.9546397928905787	0.9823332512675609	0.9919372177285285		0.5593654745647916	0.9123770945125809	0.3995255839450924		0.9823071549726566	0.08540693974362301
1110032F04Rik	0.9181049235023004	0.895365669045406	0.5653378462524274		0.571745086962089	0.6933736212230444		0.982570688853079			
